Year,Name,Institution,URI
1983,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1983,Peter Hull,University of Strathclyde,http://www.digitalhps.org/concepts/CON6b8786b4-53b1-4c8d-89c3-1339ae660817
1983,Joanna R. Rihan,University of Southampton,
1983,John R. Akeroyd,University of Reading,http://www.digitalhps.org/concepts/CON545da90a-75bd-4d7d-b2a0-fc8d28629685
1983,A. D. Ford,University of Newcastle-upon-Tyne,
1983,A. John Richards,University of Newcastle-upon-Tyne,http://www.digitalhps.org/concepts/CONaf7e9dcc-f94a-4cf8-b125-fdfd94c8d8fc
1983,Richard A. Ennos,University of Newcastle-upon-Tyne,
1983,Sarah P. Wall,University of Manchester,
1983,Thomas S. McNeilly,University of Liverpool,http://www.digitalhps.org/concepts/CONdecfc7fc-ede8-45e7-a3c5-134b3b9539cd
1983,P. M. Brakefield,University of Exeter,
1983,A. J. D. Watkins,University of Exeter,
1983,Eirene Williams,University of Exeter,
1983,Mark Macnair,University of Exeter,
1983,T. R. Meagher,University of Cambridge,http://www.digitalhps.org/concepts/CON4a96a175-d672-4f33-a594-61978f35cd2a
1983,Dennis A. Wilkins,University of Birmingham,http://www.digitalhps.org/concepts/CON78ddae16-d1a4-49c6-9331-1a75ebf292ec
1983,Christine Cahalan,"University College of North Wales, Bangor",
1983,Chris Gliddon,"University College of North Wales, Bangor",
1983,R. Lumaret,Montpellier,http://www.digitalhps.org/concepts/CON82b78130-c449-405e-9bec-0be6480ec972
1983,K. Tomekpe,Montpellier,
1983,B. H. Dommee,Montpellier,
1983,Alan John Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1983,Sandra M. Thomas,Goldsmiths,
1984,Peter K. Jones,Welsh Plant Breeding Station,
1984,Susan M. Bougourd,University of York,http://www.digitalhps.org/concepts/CON53deae4e-20b9-4ffa-8ad7-cdd6f4875b32
1984,Debbie Holmes,University of York,
1984,Jane Hill,University of York,
1984,David P. Stevens,"University of Wales, Swansea",http://www.digitalhps.org/concepts/CON9d6c196c-9a4b-4b1d-bbd0-e4af581994f1
1984,John Pipe,University of Sussex,
1984,Peter Hull,University of Strathclyde,http://www.digitalhps.org/concepts/CON6b8786b4-53b1-4c8d-89c3-1339ae660817
1984,Alison Burt,University of Sheffield,
1984,Mark Wilson,University of Nottingham,
1984,Angus MacEwan,University of Manchester,
1984,Elizabeth Baker,University of Liverpool,
1984,Phil D. Putwain,University of Liverpool,http://www.digitalhps.org/concepts/CONa9afce02-0c2d-4305-acbf-17493664d29d
1984,Mike Wilkinson,University of Leicester,
1984,David Weir,University of Keele,
1984,Richard A. Ennos,University of Edinburgh,
1984,Chris Gibson,University of East Anglia,
1984,Chris Gliddon,"University College of North Wales, Bangor",
1984,M. Saeed,"University College of North Wales, Bangor",
1984,Lynn Taylor,Saint Andrews University,
1984,B. H. Dommee,Montpellier,
1984,N. Denelle,Montpellier,
1984,J. A. Rioux,Montpellier,
1984,Alan John Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1984,Sandra M. Thomas,Goldsmiths,
1984,L. J. Rhebergen,Amsterdam,
1984,Pieter Kakes,Amsterdam,
1984,J. A. C. Verkleij,Amsterdam,
1984,Mark Macnair,,
1985,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1985,John Piper,University of Sussex,
1985,John R. Akeroyd,University of Reading,http://www.digitalhps.org/concepts/CON545da90a-75bd-4d7d-b2a0-fc8d28629685
1985,Jane Hughes,University of Newcastle-upon-Tyne,http://www.digitalhps.org/concepts/CONe0f39ff3-85f2-406f-8a4b-716a7724f2f9
1985,Henry A. Ford,University of Newcastle-upon-Tyne,
1985,Robert S. Callow,University of Manchester,http://www.digitalhps.org/concepts/CONd4ff6817-c6b3-4375-8f84-0411c9768d22
1985,Angus MacEwan,University of Manchester,
1985,Steve McHugh,University of Liverpool,
1985,Helen Billington,University of Liverpool,
1985,Mike Wilson,University of Leicester,
1985,John Bailey,University of Leicester,
1985,Ken Hanmer,University of Keele,
1985,David A. Jones,University of Hull,http://www.digitalhps.org/concepts/CONe42d152b-2f53-4893-9b48-af36d6fd6905
1985,John Silander,University of Connecticut,http://www.digitalhps.org/concepts/CON13c44fee-9ca8-4060-8db4-5554068afe33
1985,Hilary J. Denny,University of Birmingham,
1985,Martin Ingrouille,University of Birkbeck,http://www.digitalhps.org/concepts/CONe4e62173-391c-4e89-8938-039e3f09f380
1985,Christine Cahalan,"University College of North Wales, Bangor",
1985,Alexis Ducousso,Universite de Lille,
1985,Daniel Petit,Universite de Lille,
1985,Alan John Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1985,Chris Kik,Groningen,
1985,Chris Gliddon,,
1986,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1986,A. H. Fielding,University of York,
1986,J. C. Sparrow,University of York,
1986,Peter Hull,University of Strathclyde,http://www.digitalhps.org/concepts/CON6b8786b4-53b1-4c8d-89c3-1339ae660817
1986,Joanna R. Rihan,University of Southampton,
1986,A. John Richards,University of Newcastle-upon-Tyne,http://www.digitalhps.org/concepts/CONaf7e9dcc-f94a-4cf8-b125-fdfd94c8d8fc
1986,A. John Richards,University of Newcastle-upon-Tyne,http://www.digitalhps.org/concepts/CONaf7e9dcc-f94a-4cf8-b125-fdfd94c8d8fc
1986,John Richards,University of Newcastle-upon-Tyne,
1986,Robert S. Callow,University of Manchester,http://www.digitalhps.org/concepts/CONd4ff6817-c6b3-4375-8f84-0411c9768d22
1986,Angus MacEwan,University of Manchester,
1986,Colin Ferris,University of Manchester,
1986,John Bailey,University of Leicester,
1986,M. Soliman,University of Leicester,
1986,P. F. Parker,University of Leicester,http://www.digitalhps.org/concepts/CON2aad8054-f866-433d-a4c8-0301f1e3fc48
1986,Ken Hanmer,University of Keele,
1986,A. J. D. Watkins,University of Keele,
1986,Andrew Jones,University of Hull,
1986,David A. Jones,University of Hull,http://www.digitalhps.org/concepts/CONe42d152b-2f53-4893-9b48-af36d6fd6905
1986,Richard A. Ennos,University of Edinburgh,
1986,R. S. L. Burgess,University of Edinburgh,
1986,Dennis A. Wilkins,University of Birmingham,http://www.digitalhps.org/concepts/CON78ddae16-d1a4-49c6-9331-1a75ebf292ec
1986,Hilary J. Denny,University of Birmingham,
1986,Quentin Oliver Newton Kay,"University of Wales, Swansea",http://www.digitalhps.org/concepts/CONfe924891-9b30-489f-b3e4-ffe4cb9bdf45
1986,Ruth Ingram,Saint Andrews University,
1986,Steve Taylor,Queen Mary College,
1986,B. H. Dommee,Montpellier,
1986,N. Denelle,Montpellier,
1986,J-L. Bompar,Montpellier,
1986,Alan John Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1986,K. Wolfe,"Haren, The Netherlands",
1986,Chris Kik,Groningen,
1986,Claude Lefèbvre,Brussels,
1986,Pieter Kakes,Amsterdam,
1986,Pieter Kakes,Amsterdam,
1987,John H. Warren,University of York,
1987,Susan M. Bougourd,University of York,http://www.digitalhps.org/concepts/CON53deae4e-20b9-4ffa-8ad7-cdd6f4875b32
1987,Louise Reeves,University of York,
1987,Peter Hull,University of Strathclyde,http://www.digitalhps.org/concepts/CON6b8786b4-53b1-4c8d-89c3-1339ae660817
1987,Catherine Ewart,University of Sheffield,
1987,S. M. Mansfield,University of Sheffield,
1987,Paul Walker,University of Sheffield,
1987,John R. Akeroyd,University of Reading,http://www.digitalhps.org/concepts/CON545da90a-75bd-4d7d-b2a0-fc8d28629685
1987,M. F. Watson,University of Reading,
1987,A. John Richards,University of Newcastle-upon-Tyne,http://www.digitalhps.org/concepts/CONaf7e9dcc-f94a-4cf8-b125-fdfd94c8d8fc
1987,Michael Abberton,University of Manchester,
1987,Robert S. Callow,University of Manchester,http://www.digitalhps.org/concepts/CONd4ff6817-c6b3-4375-8f84-0411c9768d22
1987,Robert S. Callow,University of Manchester,http://www.digitalhps.org/concepts/CONd4ff6817-c6b3-4375-8f84-0411c9768d22
1987,Colin Ferris,University of Manchester,
1987,J. H. Creech,University of Manchester,
1987,Y. Ham Ey,University of Manchester,
1987,Andrew Wallace,University of Manchester,
1987,John Bailey,University of Leicester,
1987,A. Culham,University of Leicester,
1987,Mike Wilkinson,University of Leicester,
1987,A. J. D. Watkins,University of Keele,
1987,A. J. D. Watkins,University of Keele,
1987,Andrew Jones,University of Hull,
1987,B. E. Martin,University of Exeter,
1987,Richard A. Ennos,University of Edinburgh,
1987,K. W. Swales,University of Edinburgh,
1987,Forbes W. Robertson,University of Edinburgh,
1987,C. J. Grant,University of Bristol,
1987,Martin Ingrouille,University of Birkbeck,http://www.digitalhps.org/concepts/CONe4e62173-391c-4e89-8938-039e3f09f380
1987,H. J. Dawson,University of Birkbeck,
1987,H. J. Dawson,University of Birkbeck,
1987,Mervyn O. Humphreys,"University of Wales, Aberystwyth",http://www.digitalhps.org/concepts/CON7b39b55a-8d53-4d06-bb86-ff9c542930f8
1987,John Parnell,Trinity College,
1987,Ruth Ingram,Saint Andrews University,
1987,J. A. Irwin,Saint Andrews University,
1987,Paul Ashton,Saint Andrews University,
1987,J. A. Irwin,Saint Andrews University,
1987,A. Biere,Groningen,
1987,Claude Lefèbvre,Brussels,
1987,J. de Bilde,Brussels,
1987,J. A. C. Verkleij,Amsterdam,
1987,J. A. C. Verkleij,Amsterdam,
1988,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1988,John R. Akeroyd,University of Reading,http://www.digitalhps.org/concepts/CON545da90a-75bd-4d7d-b2a0-fc8d28629685
1988,Andrew Lack,University of Oxford,http://www.digitalhps.org/concepts/CONb2339698-d618-4f02-bab7-5301ae2e3fd1
1988,S. A. Al-Hihaly,University of Liverpool,
1988,Thomas S. McNeilly,University of Liverpool,http://www.digitalhps.org/concepts/CONdecfc7fc-ede8-45e7-a3c5-134b3b9539cd
1988,Anthony David Bradshaw,University of Liverpool,http://www.digitalhps.org/concepts/72ec32b4-2a20-4d26-ab8f-a173f067542d
1988,David A. Jones,University of Hull,http://www.digitalhps.org/concepts/CONe42d152b-2f53-4893-9b48-af36d6fd6905
1988,Steve Compton,University of Hull,
1988,Richard A. Ennos,University of Edinburgh,
1988,K. W. Swales,University of Edinburgh,
1988,A. J. Stamp,University of Bath,
1988,Michael Mogie,University of Bath,http://www.digitalhps.org/concepts/CON7cc32355-5a06-45a3-b19f-c44a328d2075
1988,M. S. Davies,"University of Wales, Cardiff",
1988,G. Long,"University of Wales, Cardiff",
1988,Hugh Rees,"University of Wales, Aberystwyth",http://www.digitalhps.org/concepts/CON51a042d2-6f09-4435-96aa-5ae5309856e4
1988,J. P. Stevens,"University of Wales, Swansea",http://www.digitalhps.org/concepts/CON4aef56a1-c647-46b9-8609-ba1a19cee367
1988,David P. Stevens,"University of Wales, Swansea",http://www.digitalhps.org/concepts/CON9d6c196c-9a4b-4b1d-bbd0-e4af581994f1
1988,Quentin Oliver Newton Kay,"University of Wales, Swansea",http://www.digitalhps.org/concepts/CONfe924891-9b30-489f-b3e4-ffe4cb9bdf45
1988,N. A. Ab-Shukor,"University of Wales, Swansea",http://www.digitalhps.org/concepts/CON506a1d37-4db6-41fa-84ec-f8984f685414
1988,Paul Ashton,Saint Andrews University,
1988,J. K. M. Brown,Plant Breeding Institute,
1988,M. S. Wolfe,Plant Breeding Institute,http://www.digitalhps.org/concepts/CON81c5e372-ce26-4ee7-aa44-6819d8650991
1988,J. van Damme,"Institute for Ecological Research, Oostvoorne",
1988,Alan J. Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1988,Roger Daniels,I. T. E. Furzebrook,
1988,P. Meerts,Brussels,
1988,Claude Lefèbvre,Brussels,
1988,P. Van Cauteren,Brussels,
1989,Louise Reeves,University of York,
1989,Paul Walker,University of Sheffield,
1989,Alan J. M. Baker,University of Sheffield,http://www.digitalhps.org/concepts/CONc93d53ab-1cd1-4e3f-ac8c-e8f642dd0822
1989,Catherine Ewart,University of Sheffield,
1989,S. Murphy,University of Sheffield,
1989,Henry A. Ford,University of Sheffield,
1989,Adriana Andres Ferrari,University of Reading,
1989,Roy William Snaydon,University of Reading,http://www.digitalhps.org/concepts/CON2a9462bb-608f-4a64-9ae6-f8ebedbc018c
1989,David T. Parkin,University of Nottingham,
1989,Lawrence Cook,University of Manchester,http://www.digitalhps.org/concepts/CONdd851c6c-2580-44ed-ac48-fda439e825d2
1989,Leslie A. Lace,University of Manchester,
1989,Tom Hartman,University of Manchester,
1989,Robert S. Callow,University of Manchester,http://www.digitalhps.org/concepts/CONd4ff6817-c6b3-4375-8f84-0411c9768d22
1989,Michael Abberton,University of Manchester,
1989,Yvonne Hamey,University of Manchester,
1989,Andrew Wallace,University of Manchester,
1989,John Bailey,University of Leicester,
1989,Richard A. Ennos,University of Edinburgh,
1989,K. W. Swales,University of Edinburgh,
1989,Colin Ferris,University of East Anglia,
1989,Mike Ritchie,University of East Anglia,
1989,T. M. East,University of East Anglia,
1989,Godfrey M. Hewitt,University of East Anglia,
1989,Andrew Theaker,University of Cambridge,http://www.digitalhps.org/concepts/CON7c312e5f-bf1f-4be8-82c3-add51ced5f7a
1989,Dennis A. Wilkins,University of Birmingham,http://www.digitalhps.org/concepts/CON78ddae16-d1a4-49c6-9331-1a75ebf292ec
1989,Rosemary John,"University of Wales, Swansea",
1989,Quentin Oliver Newton Kay,"University of Wales, Swansea",http://www.digitalhps.org/concepts/CONfe924891-9b30-489f-b3e4-ffe4cb9bdf45
1989,Stephen A. Harris,Saint Andrews University,http://www.digitalhps.org/concepts/CON26a47047-d943-4efc-932e-d1b039397fda
1989,Ruth Ingram,Saint Andrews University,
1989,J. A. Irwin,Saint Andrews University,
1989,Richard J. Abbott,Saint Andrews University,http://www.digitalhps.org/concepts/CONe416f4ab-b2ab-4f95-8067-b8098120edfa
1989,Xavier Vekemans,Brussels,
1990,M. Acheroy,Villeneuve,
1990,J. Cuguen,Villeneuve,
1990,A. Loufty,Villeneuve,
1990,Daniel Petit,Villeneuve,
1990,P. Vernet,Villeneuve,
1990,Sarah Peet,University of York,
1990,M. J. Bullard,University of York,
1990,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1990,Sarah Peet,University of York,
1990,Amy Plowman,University of York,
1990,J. D. R. Rihan,University of Southampton,
1990,Guy Oveden,University of Sheffield,
1990,G. Ovenden,University of Sheffield,
1990,Andrew Lack,University of Oxford,http://www.digitalhps.org/concepts/CONb2339698-d618-4f02-bab7-5301ae2e3fd1
1990,John M. Warren,University of Liverpool,
1990,Jenni Payne,University of Liverpool,
1990,Shi Ying,University of Leicester,
1990,Sean O’Malley,University of Leicester,
1990,Mike Bruford,University of Leicester,
1990,Herbert C. MacGregor,University of Leicester,
1990,John Bailey,University of Leicester,
1990,A. K. Bermani,University of Leicester,
1990,Mike Bruford,University of Leicester,
1990,T. Burke,University of Leicester,
1990,Richard Gornall,University of Leicester,
1990,C. A. Stace,University of Leicester,http://www.digitalhps.org/concepts/CON1fbb077b-e7da-4a7a-9321-aa2473e3cfe1
1990,Jonny Wentworth,University of Leicester,
1990,John Bailey,University of Leicester,
1990,Thorunn Helgason,University of Edinburgh,
1990,Richard A. Ennos,University of Edinburgh,
1990,J. Helgason,University of Edinburgh,
1990,Colin Ferris,University of East Anglia,
1990,Gabriel Nève de Mévergnies,University of Durham,
1990,J. C. Coulson,University of Durham,
1990,Christina James,University of Cambridge,
1990,Dennis A. Wilkins,University of Birmingham,http://www.digitalhps.org/concepts/CON78ddae16-d1a4-49c6-9331-1a75ebf292ec
1990,Hudson,University of Birmingham,
1990,R. J. Butlin,"University of Wales, Cardiff",
1990,Rosemary John,"University of Wales, Swansea",
1990,Quentin Oliver Newton Kay,"University of Wales, Swansea",http://www.digitalhps.org/concepts/CONfe924891-9b30-489f-b3e4-ffe4cb9bdf45
1990,J. P. A. Gardner,"University of Wales, Swansea",
1990,Rosemary John,"University of Wales, Swansea",
1990,B. J. Ens,State University Groningen,
1990,Mike Wilkinson,Scottish Crop Research Insitute,
1990,David J. Curnow,Saint Andrews University,
1990,Ruth Ingram,Saint Andrews University,
1990,Steven Harris,Saint Andrews University,
1990,Stephen A. Harris,Saint Andrews University,http://www.digitalhps.org/concepts/CON26a47047-d943-4efc-932e-d1b039397fda
1990,Ruth Ingram,Saint Andrews University,
1990,J. A. Irwin,Saint Andrews University,
1990,Eirene Williams,Polytechnic Southwest,
1990,Susan Antrobus,Oxford Polytechnic,
1990,Jeff Ollerton,Oxford Polytechnic,
1990,Ken Hanmer,North Staffordshire Polytechnic,
1990,Alan John Gray,I. T. E. Furzebrook,http://www.digitalhps.org/concepts/CON757d0e25-4cf2-4b19-b1f5-8aaa623cf3fc
1990,Alan F. Raybould,I. T. E. Furzebrook,
1990,Liz Warman,I. T. E. Furzebrook,
1990,Helen Billington,I. T. E. Edinburgh,
1990,Chris Thomas,I. T. E. Edinburgh,
1990,Helen Billington,I. T. E. Edinburgh,
1990,Chris Thomas,I. T. E. Bush Estate,
1990,Xavier Vekemans,Brussels,
1990,Claude Lefèbvre,Brussels,
1990,Filip de Ridder,Antwerp,
1990,Ian Evans,,
1991,G. M. Mace,Zoological Society of London,
1991,A. N. Codling,Wolverhampton Polytechnic,
1991,M. O. Humphries,Welsh Plant Breeding Station,
1991,Paola Arduino,"Via Lancisi, Roma",
1991,M. Rosella Cianchi,"Via Lancisi, Roma",
1991,J. S. Jones,"V. C. L., London",
1991,R. K. Butlin,UWCC Cardiff,
1991,P. Timothy Chupa,UWCC Cardiff,
1991,Philippa Jones,UWCC Cardiff,
1991,P. Binggeli,"UUC, Coleraine",
1991,Honor C. Prentice,Uppsala University,
1991,P. Ward,University of Zurich,
1991,Terry J. Crawford,University of York,http://www.digitalhps.org/concepts/CONdf4fef23-1bcd-4470-9f42-540c7d25335d
1991,Alastair H. Fitter,University of York,http://www.digitalhps.org/concepts/CON0f188e5a-8b6d-4ba1-b02f-6295f9265b4a
1991,Richard Law,University of York,http://www.digitalhps.org/concepts/CONe09b801c-faf4-46b7-b944-071489991ccc
1991,Paul Marrow,University of York,
1991,G. de Jong,University of Utrecht,http://www.digitalhps.org/concepts/CONd29ad496-2946-4d58-9f93-eae3a90f465b
1991,G. H. de Moed,University of Utrecht,
1991,K. Th. Eisses,University of Utrecht,
1991,J. Hageman,University of Utrecht,
1991,E. J. K. Noach,University of Utrecht,
1991,J. van Brederode,University of Utrecht,
1991,T. M. van der Have,University of Utrecht,
1991,Jon Ågren,University of Umea,
1991,Thomas Elmquist,University of Umea,
1991,Barbara Giles,University of Umea,
1991,A. J. D. Watkins,University of the South Pacific,
1991,Lenn Jerling,University of Stockholm,
1991,John Allen,University of Southampton,
1991,Stuart Church,University of Southampton,
1991,P. J. Edwards,University of Southampton,
1991,Rebecca Knill,University of Southampton,
1991,Joanna R. Rihan,University of Southampton,
1991,Kate Lessells,University of Sheffield,
1991,Andrew Theaker,University of Reading,http://www.digitalhps.org/concepts/CON7c312e5f-bf1f-4be8-82c3-add51ced5f7a
1991,Kerry Cockwell,University of Reading,
1991,R. Sibley,University of Reading,
1991,Andrew Theaker,University of Reading,http://www.digitalhps.org/concepts/CON7c312e5f-bf1f-4be8-82c3-add51ced5f7a
1991,Gary Bush,University of Oxford,
1991,Paul Harvey,University of Oxford,
1991,Jeremy Jackson,University of Oxford,
1991,Cathy Jones,University of Oxford,
1991,Robert May,University of Oxford,
1991,Sean Nee,University of Oxford,
1991,Gabriele Petri,University of Oldenburg,
1991,Christine Zauke,University of Oldenburg,
1991,G. P. Zauke,University of Oldenburg,
1991,J. F. Y. Brookfield,University of Nottingham,
1991,Roy Carter,University of Nottingham,
1991,Ian Gordon,University of Nairobi,
1991,Bruce R. Levin,University of Massachusetts,
1991,Leslie A. Lace,University of Manchester,
1991,Lawrence Cook,University of Manchester,http://www.digitalhps.org/concepts/CONdd851c6c-2580-44ed-ac48-fda439e825d2
1991,R. Fearnley,University of Manchester,
1991,G. S. Mani,University of Manchester,
1991,M. Begon,University of Liverpool,
1991,Michael Boots,University of Liverpool,
1991,Anthony David Bradshaw,University of Liverpool,http://www.digitalhps.org/concepts/72ec32b4-2a20-4d26-ab8f-a173f067542d
1991,Ian Harvey,University of Liverpool,
1991,Jenet Rennison,University of Liverpool,
1991,Paul van Damme,University of Leuven,
1991,G. J. Holloway,University of Leiden,
1991,Peter Klinkhamer,University of Leiden,
1991,Klass Vrieling,University of Leiden,
1991,R. A. Wesselingh,University of Leiden,
1991,J. W. Arntzen,University of Leicester,
1991,C. Byrne,University of Leicester,
1991,J. P. A. Gardner,University of Leicester,
1991,Herbert C. MacGregor,University of Leicester,
1991,Christine Miller,University of Leicester,
1991,Mike Ritchie,University of Leicester,
1991,Graham Rowe,University of Leicester,
1991,I. A. van der Pijlen,University of Leicester,
1991,Jane Arnold,University of Leeds,
1991,Marc Bingley,University of Leeds,
1991,David Coates,University of Leeds,http://www.digitalhps.org/concepts/CONe9d6fb5e-8776-40ed-8898-fdc2a26093cf
1991,David Coates,University of Leeds,http://www.digitalhps.org/concepts/CONe9d6fb5e-8776-40ed-8898-fdc2a26093cf
1991,Susan Crossland,University of Leeds,
1991,A. J. Davis,University of Leeds,
1991,Calvin Dytham,University of Leeds,
1991,Sheena McNamee,University of Leeds,
1991,N. J. Myers,University of Leeds,
1991,Lynne O’Brien,University of Leeds,
1991,B. Shorrocks,University of Leeds,
1991,John R. G. Turner,University of Leeds,http://www.digitalhps.org/concepts/CONdf715751-f58e-4bb7-8cc4-4008b8ef5357
1991,A. J. C. Malloch,University of Lancaster,http://www.digitalhps.org/concepts/CONb316a53b-ebd6-4414-8120-17edb47940fd
1991,J. Battin,University of Kent,
1991,P. de Wijer,University of Kent,
1991,T. R. Williams,University of Kent,
1991,Christer Wiklund,University of Götebor,
1991,Sally Browne,University of Exeter,
1991,D. J. Heath,University of Essex,
1991,Thorunn Helgason,University of Edinburgh,
1991,K. Dawson,University of Edinburgh,
1991,E. Hawthorne,University of Edinburgh,
1991,Jeff Hutchings,University of Edinburgh,
1991,C. MacCallum,University of Edinburgh,
1991,B. Nummburger,University of Edinburgh,
1991,C. Roper,University of Edinburgh,
1991,Turki A. al-Turki,University of East Anglia,
1991,Margaret Cooper,University of East Anglia,
1991,César V. Cordazzo,University of East Anglia,
1991,César S. B. Costa,University of East Anglia,
1991,Anthony J. Davy,University of East Anglia,
1991,Colin Ferris,University of East Anglia,
1991,Alastair Grant,University of East Anglia,
1991,Sigurdur Greipson,University of East Anglia,
1991,J. A. Guldemond,University of East Anglia,
1991,Godfrey M. Hewitt,University of East Anglia,
1991,Aulay Mackenzie,University of East Anglia,
1991,Sonia Virdee,University of East Anglia,
1991,C. Walmsley,University of East Anglia,
1991,John Paul Fletcher,University of Dundee,
1991,H. A. P. Ingram,University of Dundee,http://www.digitalhps.org/concepts/CON4d06d320-2135-499a-b312-de80ff24d33d
1991,Douglas Speirs,University of Dundee,
1991,Martin Feder,University of Chicago,
1991,David Briggs,University of Cambridge,http://www.digitalhps.org/concepts/CON6384bd7a-d206-4409-b9e4-147388cc0fbb
1991,S. D. Albon,University of Cambridge,
1991,Bill Amos,University of Cambridge,
1991,Jayne Armstrong,University of Cambridge,
1991,John A. Barrett,University of Cambridge,
1991,David Briggs,University of Cambridge,http://www.digitalhps.org/concepts/CON6384bd7a-d206-4409-b9e4-147388cc0fbb
1991,Gabriel A. Dover,University of Cambridge,
1991,P. J. Grubb,University of Cambridge,http://www.digitalhps.org/concepts/CONbd435c45-4d76-452b-b194-3a2aafd679c2
1991,A. R. Hoelzel,University of Cambridge,
1991,S. Lahav,University of Cambridge,
1991,Simon Patton,University of Cambridge,
1991,J. Pemberton,University of Cambridge,
1991,Dan Rubenstein,University of Cambridge,
1991,E. Tanner,University of Cambridge,
1991,Johannes C. Vogel,University of Cambridge,
1991,John A. Endler,"University of California, Santa Barbara",
1991,T. W. Schoener,UC Davis,
1991,W. Rainey,"University of California, Berkeley",
1991,Dennis A. Wilkins,University of Birmingham,http://www.digitalhps.org/concepts/CON78ddae16-d1a4-49c6-9331-1a75ebf292ec
1991,Stephen Stearns,University of Basel,http://www.digitalhps.org/concepts/CON20bf95eb-9e5b-4c04-bf14-820dbb53e8d5
1991,Filip de Ridder,University of Antwerp,
1991,Raoul van Damme,University of Antwerp,
1991,Jack Hayes,University of Aberdeen,
1991,Tom J. de Jong,University Leiden,
1991,M. I. Brookes,"University of Wales, Cardiff",
1991,R. K. Butlin,"University of Wales, Cardiff",
1991,Deborah Mason,"University of Wales, Cardiff",
1991,R. J. Butlin,"University of Wales, Cardiff",
1991,William Booth,"University of Wales, Cardiff",
1991,Martin Brooks,"University of Wales, Cardiff",
1991,M. F. Claridge,"University of Wales, Cardiff",
1991,Deborah Mason,"University of Wales, Cardiff",
1991,Javier Quezada,"University of Wales, Cardiff",
1991,A. Steenkiste,"University of Wales, Cardiff",
1991,Karen Underwood,"University of Wales, Cardiff",
1991,Quentin Oliver Newton Kay,"University of Wales, Swansea",http://www.digitalhps.org/concepts/CON8b26af78-426c-4c01-bb1d-b6eba1ccbac4
1991,Mathew Woodwark,"University of Wales, Swansea",
1991,Jane Hill,"University College of North Wales, Bangor",
1991,Jane Hill,"University College of North Wales, Bangor",
1991,Anders Lund,"University College of North Wales, Bangor",
1991,Robert James Berry,University College of London,http://www.digitalhps.org/concepts/CONf4c62aa8-9fd4-40df-8b00-32d71c4ccb77
1991,J. T. White,University College of Dublin,
1991,J. L. Bella,University Autonoma de Madrid,
1991,Gabriel Nève,Universite Catholique de Louvain,
1991,Paolo Menozzi,Universitat di Parma,
1991,Michele Morgante,Universita di Udine,
1991,Andre Hondt,"U. I. A., Belgium",
1991,G. F. Rands,Trends in Ecology and Evolution,
1991,Andrew Sugden,Trends in Ecology and Evolution,
1991,Marion Petrie,"The Open University, Milton Keynes",
1991,Cindy Tomlinson,Stratford,
1991,Douglas J. Futuyma,State University of New York,
1991,Richard K. Koehn,State University of New York,
1991,Carol Boggs,Stanford University,
1991,Ward B. Watt,Stanford University,
1991,J. L. Jones,St. John’s,
1991,M. Crawley,Silwood Park,
1991,M. Hassell,Silwood Park,
1991,Paul Flook,Salford University,
1991,Richard J. Abbott,Saint Andrews University,http://www.digitalhps.org/concepts/CONe416f4ab-b2ab-4f95-8067-b8098120edfa
1991,Paul Ashton,Saint Andrews University,
1991,David J. Curnow,Saint Andrews University,
1991,Ruth Ingram,Saint Andrews University,
1991,Stephen A. Harris,Saint Andrews University,http://www.digitalhps.org/concepts/CON26a47047-d943-4efc-932e-d1b039397fda
1991,David J. Curnow,Saint Andrews University,
1991,Stephen A. Harris,Saint Andrews University,http://www.digitalhps.org/concepts/CON26a47047-d943-4efc-932e-d1b039397fda
1991,Ruth Ingram,Saint Andrews University,
1991,P. G. Willmer,Saint Andrews University,
1991,C. Bell,Rothamsted Experiment Station,
1991,C. P. Brookes,Rothamsted Experiment Station,
1991,I. Denholm,Rothamsted Experiment Station,
1991,H. D. Loxdale,Rothamsted Experiment Station,
1991,Alison Miller,Rothamsted Experiment Station,
1991,Ian Wynne,Rothamsted Experiment Station,
